Time[s], Channel 0, Channel 2, Channel 3
0.000000000000000, 1, 0, 0
0.000295000000000, 0, 0, 0
0.000399000000000, 1, 0, 0
0.000503000000000, 0, 0, 0
0.000607083333333, 1, 0, 0
0.001023166666667, 0, 0, 0
0.001127250000000, 1, 0, 0
0.001335333333333, 0, 0, 0
0.001439333333333, 1, 0, 0
0.001543333333333, 0, 0, 0
0.001751416666667, 1, 0, 0
0.001855500000000, 0, 0, 0
0.002063500000000, 1, 0, 0
0.002375666666667, 0, 0, 0
0.002479666666667, 1, 0, 0
0.002583666666667, 0, 0, 0
0.002895833333333, 1, 0, 0
0.003103916666667, 0, 0, 0
0.003207916666667, 1, 0, 0
0.003416000000000, 0, 0, 0
0.003520000000000, 1, 0, 0
0.003624083333333, 0, 0, 0
0.003936166666667, 1, 0, 0
0.004040166666667, 0, 0, 0
0.004248250000000, 1, 0, 0
0.004456333333333, 0, 0, 0
0.004560333333333, 1, 0, 0
0.004664416666667, 0, 0, 0
0.004768416666667, 1, 0, 0
0.004872500000000, 0, 0, 0
0.004976500000000, 1, 0, 0
0.005184583333333, 0, 0, 0
0.005600666666667, 1, 0, 0
0.005704750000000, 0, 0, 0
0.005912833333333, 1, 0, 0
0.006016833333333, 0, 0, 0
0.006120833333333, 1, 0, 0
0.006224916666667, 0, 0, 0
0.006641000000000, 1, 0, 0
0.006745083333333, 0, 0, 0
0.007161166666667, 1, 0, 0
0.007265250000000, 0, 0, 0
0.007369250000000, 1, 0, 0
0.007577333333333, 0, 0, 0
0.007681416666667, 1, 0, 0
0.007785416666667, 0, 0, 0
0.007889500000000, 1, 0, 0
0.007993500000000, 0, 0, 0
0.008097500000000, 1, 0, 0
0.008201583333333, 0, 0, 0
0.008409666666667, 1, 0, 0
0.008617666666667, 0, 0, 0
0.008721750000000, 1, 0, 0
0.008825750000000, 0, 0, 0
0.009137833333333, 1, 0, 0
0.009345916666667, 0, 0, 0
0.009450000000000, 1, 0, 0
0.009658000000000, 0, 0, 0
0.009762083333333, 1, 0, 0
0.009866083333333, 0, 0, 0
0.010178166666667, 1, 0, 0
0.010386250000000, 0, 0, 0
0.010490333333333, 1, 0, 0
0.010698416666667, 0, 0, 0
0.010802416666667, 1, 0, 0
0.010906500000000, 0, 0, 0
0.011010500000000, 1, 0, 0
0.011426666666667, 0, 0, 0
0.011530666666667, 1, 0, 0
0.011738750000000, 0, 0, 0
0.011842750000000, 1, 0, 0
0.011946833333333, 0, 0, 0
0.012571000000000, 1, 0, 0
0.012675000000000, 0, 0, 0
0.012883083333333, 1, 0, 0
0.012987166666667, 0, 0, 0
0.013091166666667, 1, 0, 0
0.013403250000000, 0, 0, 0
0.013507333333333, 1, 0, 0
0.013819416666667, 0, 0, 0
0.013923416666667, 1, 0, 0
0.014027500000000, 0, 0, 0
0.014131500000000, 1, 0, 0
0.014547666666667, 0, 0, 0
0.014651666666667, 1, 0, 0
0.014859750000000, 0, 0, 0
0.014963833333333, 1, 0, 0
0.015067833333333, 0, 0, 0
0.015275916666667, 1, 0, 0
0.015379916666667, 0, 0, 0
0.015588000000000, 1, 0, 0
0.015900083333333, 0, 0, 0
0.016004166666667, 1, 0, 0
0.016108166666667, 0, 0, 0
0.016420250000000, 1, 0, 0
0.016628333333333, 0, 0, 0
0.016732333333333, 1, 0, 0
0.016940416666667, 0, 0, 0
0.017044500000000, 1, 0, 0
0.017148500000000, 0, 0, 0
0.017460583333333, 1, 0, 0
0.017564666666667, 0, 0, 0
0.017772666666667, 1, 0, 0
0.017980833333333, 0, 0, 0
0.018084833333333, 1, 0, 0
0.018188833333333, 0, 0, 0
0.018292916666667, 1, 0, 0
0.018396916666667, 0, 0, 0
0.018500916666667, 1, 0, 0
0.018709000000000, 0, 0, 0
0.019125166666667, 1, 0, 0
0.019229166666667, 0, 0, 0
0.019437250000000, 1, 0, 0
0.019541333333333, 0, 0, 0
0.019645333333333, 1, 0, 0
0.019749333333333, 0, 0, 0
0.020165500000000, 1, 0, 0
0.020269500000000, 0, 0, 0
0.020685666666667, 1, 0, 0
0.020789666666667, 0, 0, 0
0.020893750000000, 1, 0, 0
0.021101833333333, 0, 0, 0
0.021205833333333, 1, 0, 0
0.021309833333333, 0, 0, 0
0.021413916666667, 1, 0, 0
0.021517916666667, 0, 0, 0
0.021622000000000, 1, 0, 0
0.021726000000000, 0, 0, 0
0.021934083333333, 1, 0, 0
0.022142166666667, 0, 0, 0
0.022246166666667, 1, 0, 0
0.022350250000000, 0, 0, 0
0.022662333333333, 1, 0, 0
0.022870416666667, 0, 0, 0
0.022974416666667, 1, 0, 0
0.023182500000000, 0, 0, 0
0.023286500000000, 1, 0, 0
0.023390583333333, 0, 0, 0
0.023702666666667, 1, 0, 0
0.023910750000000, 0, 0, 0
0.024014750000000, 1, 0, 0
0.024222833333333, 0, 0, 0
0.024326833333333, 1, 0, 0
0.024430916666667, 0, 0, 0
0.024534916666667, 1, 0, 0
0.024951083333333, 0, 0, 0
0.025055083333333, 1, 0, 0
0.025263166666667, 0, 0, 0
0.025367250000000, 1, 0, 0
0.025471250000000, 0, 0, 0
0.026095500000000, 1, 0, 0
0.026199500000000, 0, 0, 0
0.026407583333333, 1, 0, 0
0.026511583333333, 0, 0, 0
0.026615666666667, 1, 0, 0
0.026927750000000, 0, 0, 0
0.027031750000000, 1, 0, 0
0.027343833333333, 0, 0, 0
0.027447916666667, 1, 0, 0
0.027551916666667, 0, 0, 0
0.027656000000000, 1, 0, 0
0.028072083333333, 0, 0, 0
0.028176166666667, 1, 0, 0
0.028384250000000, 0, 0, 0
0.028488250000000, 1, 0, 0
0.028592333333333, 0, 0, 0
0.028800333333333, 1, 0, 0
0.028904416666667, 0, 0, 0
0.029112500000000, 1, 0, 0
0.029424583333333, 0, 0, 0
0.029528583333333, 1, 0, 0
0.029632666666667, 0, 0, 0
0.029944750000000, 1, 0, 0
0.030152833333333, 0, 0, 0
0.030256833333333, 1, 0, 0
0.030464916666667, 0, 0, 0
0.030568916666667, 1, 0, 0
0.030673000000000, 0, 0, 0
0.030985083333333, 1, 0, 0
0.031089083333333, 0, 0, 0
0.031297166666667, 1, 0, 0
0.031505250000000, 0, 0, 0
0.031609250000000, 1, 0, 0
0.031713333333333, 0, 0, 0
0.031817333333333, 1, 0, 0
0.031921416666667, 0, 0, 0
0.032025416666667, 1, 0, 0
0.032233500000000, 0, 0, 0
0.032649666666667, 1, 0, 0
0.032753666666667, 0, 0, 0
0.032961750000000, 1, 0, 0
0.033065750000000, 0, 0, 0
0.033169833333333, 1, 0, 0
0.033273833333333, 0, 0, 0
0.033690000000000, 1, 0, 0
0.033794000000000, 0, 0, 0
0.034210166666667, 1, 0, 0
0.034314166666667, 0, 0, 0
0.034418166666667, 1, 0, 0
0.034626250000000, 0, 0, 0
0.034730333333333, 1, 0, 0
0.034834333333333, 0, 0, 0
0.034938333333333, 1, 0, 0
0.035042416666667, 0, 0, 0
0.035146416666667, 1, 0, 0
0.035250500000000, 0, 0, 0
0.035458500000000, 1, 0, 0
0.035666583333333, 0, 0, 0
0.035770666666667, 1, 0, 0
0.035874666666667, 0, 0, 0
0.036186750000000, 1, 0, 0
0.036394833333333, 0, 0, 0
0.036498916666667, 1, 0, 0
0.036707000000000, 0, 0, 0
0.036811000000000, 1, 0, 0
0.036915000000000, 0, 0, 0
0.037227166666667, 1, 0, 0
0.037435166666667, 0, 0, 0
0.037539250000000, 1, 0, 0
0.037747333333333, 0, 0, 0
0.037851333333333, 1, 0, 0
0.037955333333333, 0, 0, 0
0.038059416666667, 1, 0, 0
0.038475500000000, 0, 0, 0
0.038579583333333, 1, 0, 0
0.038787666666667, 0, 0, 0
0.038891666666667, 1, 0, 0
0.038995666666667, 0, 0, 0
0.039619916666667, 1, 0, 0
0.039723916666667, 0, 0, 0
0.039932000000000, 1, 0, 0
0.040036083333333, 0, 0, 0
0.040140083333333, 1, 0, 0
0.040452166666667, 0, 0, 0
0.040556250000000, 1, 0, 0
0.040868333333333, 0, 0, 0
0.040972333333333, 1, 0, 0
0.041076416666667, 0, 0, 0
0.041180416666667, 1, 0, 0
0.041596583333333, 0, 0, 0
0.041700583333333, 1, 0, 0
0.041908666666667, 0, 0, 0
0.042012666666667, 1, 0, 0
0.042116750000000, 0, 0, 0
0.042324833333333, 1, 0, 0
0.042428833333333, 0, 0, 0
0.042636916666667, 1, 0, 0
0.042949000000000, 0, 0, 0
0.043053000000000, 1, 0, 0
0.043157083333333, 0, 0, 0
0.043469166666667, 1, 0, 0
0.043677250000000, 0, 0, 0
0.043781250000000, 1, 0, 0
0.043989333333333, 0, 0, 0
0.044093416666667, 1, 0, 0
0.044197416666667, 0, 0, 0
0.044509500000000, 1, 0, 0
0.044613583333333, 0, 0, 0
0.044821666666667, 1, 0, 0
0.045029666666667, 0, 0, 0
0.045133750000000, 1, 0, 0
0.045237750000000, 0, 0, 0
0.045341833333333, 1, 0, 0
0.045445833333333, 0, 0, 0
0.045549833333333, 1, 0, 0
0.045757916666667, 0, 0, 0
0.046174083333333, 1, 0, 0
0.046278083333333, 0, 0, 0
0.046486166666667, 1, 0, 0
0.046590166666667, 0, 0, 0
0.046694250000000, 1, 0, 0
0.046798250000000, 0, 0, 0
0.047214416666667, 1, 0, 0
0.047318500000000, 0, 0, 0
0.047734583333333, 1, 0, 0
0.047838666666667, 0, 0, 0
0.047942666666667, 1, 0, 0
0.048150750000000, 0, 0, 0
0.048254750000000, 1, 0, 0
0.048358833333333, 0, 0, 0
0.048462833333333, 1, 0, 0
0.048566833333333, 0, 0, 0
0.048670916666667, 1, 0, 0
0.048774916666667, 0, 0, 0
0.048983000000000, 1, 0, 0
0.049191083333333, 0, 0, 0
0.049295083333333, 1, 0, 0
0.049399166666667, 0, 0, 0
0.049711250000000, 1, 0, 0
0.049919333333333, 0, 0, 0
0.050023333333333, 1, 0, 0
0.050231416666667, 0, 0, 0
0.050335416666667, 1, 0, 0
0.050439500000000, 0, 0, 0
0.050751583333333, 1, 0, 0
0.050959666666667, 0, 0, 0
0.051063666666667, 1, 0, 0
0.051271750000000, 0, 0, 0
0.051375750000000, 1, 0, 0
0.051479833333333, 0, 0, 0
0.051583833333333, 1, 0, 0
0.052000000000000, 0, 0, 0
0.052104000000000, 1, 0, 0
0.052312083333333, 0, 0, 0
0.052416166666667, 1, 0, 0
0.052520166666667, 0, 0, 0
0.053144333333333, 1, 0, 0
0.053248416666667, 0, 0, 0
0.053456500000000, 1, 0, 0
0.053560500000000, 0, 0, 0
0.053664500000000, 1, 0, 0
0.053976666666667, 0, 0, 0
0.054080666666667, 1, 0, 0
0.054392750000000, 0, 0, 0
0.054496833333333, 1, 0, 0
0.054600833333333, 0, 0, 0
0.054704833333333, 1, 0, 0
0.055121000000000, 0, 0, 0
0.055225083333333, 1, 0, 0
0.055433166666667, 0, 0, 0
0.055537166666667, 1, 0, 0
0.055641166666667, 0, 0, 0
0.055849250000000, 1, 0, 0
0.055953333333333, 0, 0, 0
0.056161333333333, 1, 0, 0
0.056473500000000, 0, 0, 0
0.056577500000000, 1, 0, 0
0.056681500000000, 0, 0, 0
0.056993666666667, 1, 0, 0
0.057201666666667, 0, 0, 0
0.057305750000000, 1, 0, 0
0.057513833333333, 0, 0, 0
0.057617833333333, 1, 0, 0
0.057721833333333, 0, 0, 0
0.058034000000000, 1, 0, 0
0.058138000000000, 0, 0, 0
0.058346083333333, 1, 0, 0
0.058554166666667, 0, 0, 0
0.058658166666667, 1, 0, 0
0.058762250000000, 0, 0, 0
0.058866250000000, 1, 0, 0
0.058970333333333, 0, 0, 0
0.059074333333333, 1, 0, 0
0.059282416666667, 0, 0, 0
0.059698500000000, 1, 0, 0
0.059802583333333, 0, 0, 0
0.060010666666667, 1, 0, 0
0.060114666666667, 0, 0, 0
0.060218666666667, 1, 0, 0
0.060322750000000, 0, 0, 0
0.060738833333333, 1, 0, 0
0.060842916666667, 0, 0, 0
0.061259000000000, 1, 0, 0
0.061363083333333, 0, 0, 0
0.061467083333333, 1, 0, 0
0.061675166666667, 0, 0, 0
0.061779166666667, 1, 0, 0
0.061883250000000, 0, 0, 0
0.061987250000000, 1, 0, 0
0.062091333333333, 0, 0, 0
0.062195333333333, 1, 0, 0
0.062299416666667, 0, 0, 0
0.062507500000000, 1, 0, 0
0.062715500000000, 0, 0, 0
0.062819583333333, 1, 0, 0
0.062923583333333, 0, 0, 0
0.063235666666667, 1, 0, 0
0.063443750000000, 0, 0, 0
0.063547833333333, 1, 0, 0
0.063755833333333, 0, 0, 0
0.063859916666667, 1, 0, 0
0.063963916666667, 0, 0, 0
0.064276000000000, 1, 0, 0
0.064484083333333, 0, 0, 0
0.064588166666667, 1, 0, 0
0.064796166666667, 0, 0, 0
0.064900250000000, 1, 0, 0
0.065004250000000, 0, 0, 0
0.065108333333333, 1, 0, 0
0.065524500000000, 0, 0, 0
0.065628500000000, 1, 0, 0
0.065836583333333, 0, 0, 0
0.065940583333333, 1, 0, 0
0.066044666666667, 0, 0, 0
0.066668833333333, 1, 0, 0
0.066772833333333, 0, 0, 0
0.066980916666667, 1, 0, 0
0.067085000000000, 0, 0, 0
0.067189000000000, 1, 0, 0
0.067501083333333, 0, 0, 0
0.067605166666667, 1, 0, 0
0.067917250000000, 0, 0, 0
0.068021250000000, 1, 0, 0
0.068125333333333, 0, 0, 0
0.068229333333333, 1, 0, 0
0.068645500000000, 0, 0, 0
0.068749500000000, 1, 0, 0
0.068957583333333, 0, 0, 0
0.069061583333333, 1, 0, 0
0.069165666666667, 0, 0, 0
0.069373666666667, 1, 0, 0
0.069477750000000, 0, 0, 0
0.069685833333333, 1, 0, 0
0.069997916666667, 0, 0, 0
0.070102000000000, 1, 0, 0
0.070206000000000, 0, 0, 0
0.070518083333333, 1, 0, 0
0.070726166666667, 0, 0, 0
0.070830166666667, 1, 0, 0
0.071038250000000, 0, 0, 0
0.071142333333333, 1, 0, 0
0.071246333333333, 0, 0, 0
0.071558416666667, 1, 0, 0
0.071662500000000, 0, 0, 0
0.071870500000000, 1, 0, 0
0.072078583333333, 0, 0, 0
0.072182666666667, 1, 0, 0
0.072286666666667, 0, 0, 0
0.072390666666667, 1, 0, 0
0.072494750000000, 0, 0, 0
0.072598750000000, 1, 0, 0
0.072806833333333, 0, 0, 0
0.073223000000000, 1, 0, 0
0.073327000000000, 0, 0, 0
0.073535083333333, 1, 0, 0
0.073639166666667, 0, 0, 0
0.073743166666667, 1, 0, 0
0.073847166666667, 0, 0, 0
0.074263333333333, 1, 0, 0
0.074367333333333, 0, 0, 0
0.074783500000000, 1, 0, 0
0.074887500000000, 0, 0, 0
0.074991583333333, 1, 0, 0
0.075199666666667, 0, 0, 0
0.075303666666667, 1, 0, 0
0.075407666666667, 0, 0, 0
0.075511750000000, 1, 0, 0
0.075615750000000, 0, 0, 0
0.075719833333333, 1, 0, 0
0.075823833333333, 0, 0, 0
0.076031916666667, 1, 0, 0
0.076240000000000, 0, 0, 0
0.076344000000000, 1, 0, 0
0.076448083333333, 0, 0, 0
0.076760166666667, 1, 0, 0
0.076968250000000, 0, 0, 0
0.077072250000000, 1, 0, 0
0.077280333333333, 0, 0, 0
0.077384333333333, 1, 0, 0
0.077488416666667, 0, 0, 0
0.077800500000000, 1, 0, 0
0.078008583333333, 0, 0, 0
0.078112583333333, 1, 0, 0
0.078320666666667, 0, 0, 0
0.078424666666667, 1, 0, 0
0.078528750000000, 0, 0, 0
0.078632750000000, 1, 0, 0
0.079048916666667, 0, 0, 0
0.079152916666667, 1, 0, 0
0.079361000000000, 0, 0, 0
0.079465000000000, 1, 0, 0
0.079569083333333, 0, 0, 0
0.080193250000000, 1, 0, 0
0.080297333333333, 0, 0, 0
0.080505333333333, 1, 0, 0
0.080609416666667, 0, 0, 0
0.080713416666667, 1, 0, 0
0.081025583333333, 0, 0, 0
0.081129583333333, 1, 0, 0
0.081441666666667, 0, 0, 0
0.081545750000000, 1, 0, 0
0.081649750000000, 0, 0, 0
0.081753833333333, 1, 0, 0
0.082169916666667, 0, 0, 0
0.082274000000000, 1, 0, 0
0.082482000000000, 0, 0, 0
0.082586083333333, 1, 0, 0
0.082690083333333, 0, 0, 0
0.082898166666667, 1, 0, 0
0.083002166666667, 0, 0, 0
0.083210250000000, 1, 0, 0
0.083522333333333, 0, 0, 0
0.083626416666667, 1, 0, 0
0.083730416666667, 0, 0, 0
0.084042500000000, 1, 0, 0
0.084250666666667, 0, 0, 0
0.084354666666667, 1, 0, 0
0.084562750000000, 0, 0, 0
0.084666750000000, 1, 0, 0
0.084770833333333, 0, 0, 0
0.085082916666667, 1, 0, 0
0.085186916666667, 0, 0, 0
0.085395000000000, 1, 0, 0
0.085603083333333, 0, 0, 0
0.085707083333333, 1, 0, 0
0.085811166666667, 0, 0, 0
0.085915166666667, 1, 0, 0
0.086019166666667, 0, 0, 0
